FIPS,VEG_ACRESPTH07,FRESHVEG_ACRESPTH07,ORCHARD_ACRESPTH07,BERRY_ACRESPTH07,PC_DIRSALES07,AGRITRSM_RCT07,GHVEG_SQFTPTH07
13305,38.88,,19.00262105,11.31190509,1,,0
13307,31.78,31.33274492,403.3539276,0,0.45,27000,0
13309,94.14,94.0586761,17.39643226,,,,0
13311,2.05,2.050416114,5.266755116,,2.97,,0
13313,0,0,0,0,0.15,,0
13315,444.92,,121.3659437,2.191970466,6.85,15000,0
13317,5.55,5.565862709,10.83878527,,2.73,129000,0
13319,2.19,2.193201077,7.57651281,0,0.89,,0
13321,157.68,,75.34600047,,3.01,,
15001,6.65,6.628558231,165.0210751,0,18.81,,
15003,4.94,4.947173401,1.829319179,0,2.47,6647000,119.0949098
15005,,,,,,0,
15007,2.14,2.1296208,64.85807826,0,18.59,,440.2275834
15009,7.91,,16.54336645,0,14.28,8464000,486.1128725
15901,,,,,,,
16001,2.66,,0.36781782,0.002684802,2.29,,
16003,,,1.409244645,,9.08,,0
16005,44.93,17.33080644,0.311705152,0.012468206,1.94,,
16007,,,0,0.341530055,5.13,,
16009,0,0,1.508133147,0.215447592,7.05,,0
16011,1741.05,980.6484273,0.345152903,0.023010194,5.12,,0
16013,64.21,,0,0,,,
16015,,,,0,0.53,,0
16017,0.1,0.097155765,0.898690826,0.461489884,6.49,,432.7074883
16019,282.75,213.5850856,0.394011032,0.145161959,3.96,,
16021,0.92,0.921149595,2.579218865,1.105379514,19.73,2000,0
16023,,,0,,,0,0
16025,,,,,,,
16027,87.74,31.24807741,27.41687407,0.100673956,10.24,,
16029,918.85,916.1685377,0,0,14.77,,0
16031,1394.88,325.8266139,0.1908488,0,3.54,,0
16033,,,0,,0,,0
16035,,,0,0,1.58,,0
16037,,,,0,3.61,3088000,0
16039,331.52,40.005518,,0,3.15,,
16041,42.03,41.94713512,0.410441635,0,8.14,,0
16043,1738.42,1678.786916,0,,4,,0
16045,1.7,1.699854298,31.5080136,0.182127246,32.82,,0
16047,629.71,278.824679,13.9586823,,6.28,,0
16049,0.91,0.916950485,2.161383285,0.130992926,9.73,338000,
16051,1270.27,1074.936309,,0,1.62,,0
16053,521.26,157.4633951,0.349807606,,5.35,,0
16055,1.06,1.060318693,0.224010991,0.082137364,3.32,,10.40157704
16057,0.25,0.241319212,0.536264915,0.080439737,3.52,,
16059,,,3.598509189,0,9.36,27000,
16061,0,0,,0,,,0
16063,274.31,,0,0,2.91,,0
16065,991.62,,0.24219591,,1.49,,0
16067,1623.43,507.7911647,0,0.16064257,7.73,,
16069,0.21,0.206355757,1.160751135,,2.52,,
16071,,,,,10.02,0,0
16073,192.33,3.471270668,,0,8.18,,0
16075,133.46,58.63736264,54.46153846,,25.17,,0
16077,4596.1,896.6909849,0.911933299,,3.4,,0
16079,0,0,0,0,1.72,0,0
16081,843.98,831.5514374,,,5.67,,215.8469945
16083,205.34,61.07864922,2.647244397,0.054865169,4.41,,0
16085,1.68,1.681237391,0,0,8.52,,0
16087,141.48,118.7086425,11.22919591,,22,,0
17001,2.02,1.989826451,0.688210652,0.089766607,2.08,184000,0
17003,0.73,,1.340482574,0,,21000,0
17005,0.33,0.327653997,1.583660987,0.273044998,0.87,,0
17007,16.26,2.407734848,,0.188104285,17.3,0,0
17009,,,3.675344564,,5.81,227000,0
17011,14.37,3.500817814,0.889552067,,8.28,,
17013,18.3,,107.1218364,0.588581519,23.94,210000,0
17015,,,2.20667045,0.504381817,13.1,,214.3622722
17017,51.2,,,,1.91,73000,0
17019,0.31,0.305739085,0.12955046,0.015546055,2.35,,
17021,3.33,,0.405022276,1.79367008,4.22,17000,0
17023,0.77,0.772384291,0,,1.78,9000,0
17025,,,,0.291864283,4.15,,0
17027,0.19,0.193284736,4.72166998,0.027612105,2.03,46000,0
17029,0.46,,,,1.8,,
17031,0.13,0.128539074,0.003628889,0.000190994,,,7.830760833
17033,,,,,1.94,0,0
17035,6.28,,,0.463177397,9.05,,0
17037,21.36,1.424217393,0.807056522,,5.91,,0
17039,,,0.183744717,,10.25,,0
17041,1.28,1.284290558,0.616459468,0.565087845,8.24,,
17043,,,0.007584393,,0.15,,20.47786007
17045,1.17,1.169528467,0.637924619,0.265801924,6.85,,
17047,,,0,,0.92,,0
17049,1.76,,0.204403434,0.204403434,3.31,0,0
17051,4.91,4.914356601,,0.2862732,4.24,4000,0
17053,,,0.355719977,0.213431986,,476000,0
17055,,,1.733941913,0.050998292,0.86,12000,0
17057,0.73,,1.547609351,0.190057289,3.69,107000,0
17059,,,,,19.42,,0
17061,,,6.505847953,,0.8,210000,
17063,,,,0,0.34,,
17065,1.09,,3.927344134,0.736377025,3.65,10000,0
17067,,,2.931613453,0,2.97,94000,
17069,,,0,0,,9000,0
17071,49.33,,6.886505099,,19.71,,0
17073,17.9,9.046667071,0.747157771,0.18174108,3.33,64000,0
17075,,,0.399760144,0.133253381,3.04,,0
17077,1.55,1.545966745,7.248866291,0.10306445,12.02,,
17079,,,3.01486641,,11.78,0,0
17081,,,0.872905028,0.27434158,3.59,,
17083,,,3.708834175,0.357477993,0.85,,0
17085,4.77,4.781451577,5.412964049,0.180432135,13.64,,
17087,,,5.698421975,,1.31,51000,0
17089,2.37,,0.145332408,0.022203562,2.88,,16.04712
17091,30.43,13.65853659,0.062653838,,7.55,,92.19064668
17093,6.88,,0.308921657,,,,0
17095,0.29,,,,0.67,39000,0
17097,0.55,,0.105341227,,1.31,,
17099,62.31,4.320076801,0.417785205,,3.99,,0
17101,18.99,,1.445957344,0.481985781,1.61,,0
17103,110.35,2.503556188,0.284495021,,3.11,,0
17105,0.48,0.473896217,,0.157965406,3.86,,
17107,,,0,0,1.95,,0
17109,0.79,,0.544135429,,3.15,,0
17111,6.03,,0.543381549,0.174771843,8.4,1235000,
17113,1.21,,0.152454828,0.054883738,1.87,26000,0
17115,0.21,,0.653041703,,0.54,6000,
17117,1.06,1.057345441,3.234233114,0.145125845,7.72,10000,0
17119,7.29,,0.453005372,0.044926153,2.54,,0
17121,1.87,,3.056790622,0.454729184,4.42,,0
17123,19.11,,5.350911206,,21.52,,0
17125,533.85,24.32216906,,0,8.34,,
17127,1.13,1.124859393,8.072520347,,2.72,,0
17129,0.56,0.55919476,1.198274485,0.159769931,3.45,,0
17131,,1.339095502,0.426075841,0.121735955,7.35,,0
17133,7.55,,0.431552665,0.215776332,2.54,,0
17135,0.27,0.268555507,0.637819329,,4.29,,0
17137,1.02,,0.480769231,,15.01,,
17139,6.57,,1.254705144,,10.41,,
17141,20.89,2.671610054,0.272613271,0.254439053,9.38,,0
17143,11,0.660884383,0.64449882,0.016385563,1.57,,0
17145,0.75,0.752811974,,0.177132229,2.75,,0
17147,1.34,,,,4.13,,0
17149,8.94,,4.64527027,0.060328185,2.82,848000,
17151,,,0,0,,102000,
17153,,,2.172563625,0,1.85,,0
17155,,,,0,,,0
17157,0.09,0.091390971,0.761591421,,0.64,,0
17159,,,1.281312064,,1.47,,0
17161,2.59,,,0.033997185,1.34,,
17163,2.34,,1.661320329,,0.38,,0
17165,0.73,,,0,0.5,,0
17167,0.91,,0.335319456,,1.35,,0
17169,,,1.440299582,,1.86,296000,0
17171,,,,,,,0
17173,,,,,6.35,,0
17175,23.74,,4.599211564,,17.72,,
17177,0.36,0.3638465,0.470860176,0.107013676,2.62,7000,
17179,52.37,3.710716794,0.236691812,0.030540879,3.03,24000,0
17181,37.06,,49.77100921,3.36588865,30.51,334000,1986.426088
17183,0.1,0.098875294,0.271907057,,2.66,,0
17185,0,0,0,0.41047533,1.73,,0
17187,0.17,0.170541754,,,2.04,6000,0
17189,2.51,2.512733447,4.278438031,1.018675722,8.96,,0
17191,,,1.687356876,,0.91,,0
17193,73.58,,0.47703421,0.408886466,2.05,,0
17195,129.93,10.93739402,0.084786,0.0169572,11.16,58000,
17197,0.46,0.420887356,0.043282742,,2.01,253000,
17199,0.44,0.435811231,0.389117171,0.077823434,0.73,48000,0
17201,0.2,0.19825069,0.194890508,0.020161087,1.2,,3.561792052
17203,15.94,2.133150743,1.501106078,0.342357527,17.13,192000,
18001,3.7,3.663544775,0.14772358,0.295447159,8.59,2000,592.7851804
18003,2.22,,0.143134415,0.025764195,1.48,,14.88597913
18005,38.11,7.432106701,0.281214848,0.187476565,4.87,,0
18007,1.94,,,,3.65,,0
18009,,,,,1.59,0,0
18011,0.82,0.77764817,,,2.04,,564.8688182
18013,2.39,2.378363686,0.339766241,0.135906496,1.16,1000,
18015,3.21,3.229876356,0.454201363,,13.65,0,
18017,19.77,0.587994682,1.508334185,,2.66,,0
18019,3.64,,,0.512484697,12.65,,
18021,0.49,0.488409663,,0,1.95,,0
18023,1.21,1.206308109,0.559020831,0.029422149,4.86,38000,0
18025,3.43,,0.737123376,0.829263798,4.64,,0
18027,14.55,,,0.033200531,35.26,0,
18029,0.4,,3.300197207,0.181108383,3.81,13000,0
18031,4.85,,,,15.68,11000,0
18033,0.86,0.860544055,0.262944017,0.262944017,14.54,,0
18035,7.91,,,0.060714874,1.59,,0
18037,0.44,0.436384794,,,5,,0
18039,3.78,3.674506285,0.821597427,0.17137615,6.2,,231.4233293
18041,,,0.659060016,,2.68,0,0
18043,1.52,,0.357039865,0.10985842,0.74,0,0
18045,,,,,7.42,,0
18047,1.25,,2.984041863,,5.48,,0
18049,10.42,,,,6.07,,
18051,24.18,24.12835921,0.45755422,,2.38,2000,
18053,12.42,0.275906134,0.290427509,0.043564126,1.15,95000,0
18055,0.58,0.581911733,0.336896267,,6.98,,0
18057,0.57,0.568897713,0.133633691,,0.62,73000,91.63453095
18059,1.3,1.29856403,0.619082851,0,4.18,,
18061,6.39,6.366838255,3.494987808,0.487672717,7.99,,
18063,0.24,,0.281922115,0.029676012,1.15,,
18065,13.47,,,0.085316952,5.98,,
18067,,0.262670885,1.02680437,,1.78,0,0
18069,0.34,0.342854129,,,5.46,0,
18071,14.4,,,0.237416904,9.14,8000,0
18073,2.79,2.781211372,,4.851668727,6.21,,0
18075,,,0.422039859,,4.98,0,0
18077,0.25,0.246685168,3.422756707,0.246685168,5.77,,0
18079,1.07,,1.030891188,0.35547972,4.27,,184.8494543
18081,0.29,0.270750858,0.461008218,,3.84,,0
18083,207.78,170.4707561,1.188777936,,29.75,,0
18085,14.92,0.458956202,0.196695515,1.049042748,4.71,,0
18087,48.88,30.59760093,0.785248165,0.839403211,10.97,27000,657.9838076
18089,1.75,,0.150610992,,0.88,,0
18091,29.5,5.554196454,3.995759602,0.815461143,4.34,,
18093,0.74,0.739886406,1.69738646,,8.15,21000,0
18095,7.96,0.649276248,0.274987587,,1.81,0,
18097,0.46,,0.009109646,,0.21,,
18099,2.26,,0.322303395,,5.59,,491.1044263
18101,,,,,22.62,,0
18103,0.08,0.081864324,,,5.4,,0
18105,0.09,0.093821099,0.390921245,0.01563685,1.36,,25.80080217
18107,0.85,0.845665962,0,,2.3,,0
18109,1.08,,3.225990636,0.171291538,8.87,42000,0
18111,1.79,1.784567064,0,0,4.57,,0
18113,1.41,1.404759409,,0.943495125,4.72,,0
18115,,,,,0.52,,0
18117,0.36,0.356978938,0.407975929,0.203987965,2.81,,0
18119,1.88,,1.518670716,,4.7,,485.9746293
18121,19.58,,0.408735256,,14.05,,1519.852855
18123,,,0.369588173,0,11.45,,0
18125,0.87,0.875029831,0,,1.19,,0
18127,3.96,0.485954059,0.124603605,,0.76,,0
18129,1.64,1.638220055,2.057299604,0.190490704,3.24,,0
18131,0.58,0.579920261,,1.594780718,4.8,,0
18133,0.86,,,,5.84,17000,0
18135,,0.929728055,0.968466723,,3.88,,0
18137,6.77,,0.43927081,,5.02,5000,0
18139,,2.910128388,,0,4.97,,0
18141,1.78,1.764794233,0.236557525,0.525683388,3.23,,
18143,1.9,,,,2.74,,0
18145,7.86,,,0.022750023,1.14,,
18147,0.35,,6.184444884,0.098951118,7.05,,0
18149,,,,2.448348439,9.96,25000,0
18151,1.62,,1.85096728,0,3.24,20000,
18153,52.53,,,,3.8,,0
18155,1.03,,2.603624245,,2.59,14000,0
18157,1.88,,0.3254189,0.122799585,2.07,,
18159,48.36,,0,0,1.87,0,0
18161,,,0,0,5.57,,0
18163,1,,,0.05720202,5.79,,
18165,0,0,0.183632246,,3.3,4000,0
18167,0.7,0.699975406,0.29323294,0,0.78,,0
18169,1.79,1.79173373,1.002156154,0.303683683,14.05,,0
18171,0,0,,0,4.24,,0
18173,0.28,0.279871959,,,1.09,,
18175,9.94,,1.471432673,0,4.95,,
18177,0.78,0.778267254,,,2.32,4000,
18179,1.36,1.332325087,,0.036008786,4.19,,
18181,2.94,,0.504350019,,2.94,,0
18183,1.17,1.166861144,0.307068722,0.030706872,2.92,,0
19001,0.79,0.791139241,2.505274262,0,6.95,,
19003,,,2.683581361,0,20.07,,0
19005,4.42,,3.605852576,,11.18,,
19007,2.08,0.232090361,0.773634535,0.386817268,3.39,,0
19009,,0,,0,23.61,,0
19011,2.64,2.636435539,0.263643554,0.112990095,11.43,7000,
19013,1.75,,0.19725889,0.023671067,3.06,,105.4151511
19015,4.67,,1.977411872,0.228162908,8.01,,
19017,0.46,,0.634705708,,12.65,0,0
19019,,9.249106079,0.095351609,1.096543504,17.8,0,
19021,,,,0,1.63,,
19023,,,,0,2.52,,
19025,1,1.004924128,1.909355844,0,19.17,,0
19027,0.48,0.481046758,0.577256109,,3.92,,
19029,0.87,,1.51405912,0.288392213,4.19,,0
19031,1.5,1.448467967,1.504178273,0.111420613,10.97,,0
19033,3.11,,,0,1.16,,0
19035,,,,0,23.12,,0
19037,7.8,,1.889272219,,15.35,,571.7102021
19039,,,1.109016303,,11.92,,0
19041,,,0.481087257,,2.82,0,0
19043,0.51,0.508877078,3.788307136,,5.43,,
19045,0.31,0.305598566,0.427837992,,3.08,,0
19047,,,0.90892565,0,1.7,,0
19049,3.48,,0.768183247,0.069834841,3.34,,
19051,4.21,3.965014577,0.466472303,0.349854227,17.87,,2246.997085
19053,,,4.195636538,,5.46,,
19055,1.26,1.256711984,0.514109448,0,12.72,76000,
19057,0.49,0.492198651,0.147659595,,0.76,,0
19059,,,,,2.34,,0
19061,0.48,,0.921369263,,2.62,,
19063,,,,0,1.35,0,0
19065,0.64,,,,21.42,,0
19067,2.15,,,,17.89,,499.260355
19069,0.95,0.941353667,,,5.69,0,0
19071,3.71,,3.170828379,,2.12,,0
19073,,,,1.052964094,27.53,,
19075,,0.413736036,0.330988829,,21.9,,321.7211419
19077,,,1.447832775,0,11.08,29000,0
19079,2.06,2.059467113,,,5.91,,0
19081,,,1.503094607,,14.25,,795.7559682
19083,7.61,,1.08540417,,7.38,,0
19085,0.71,0.713544369,5.708354956,,4.28,,0
19087,0.5,0.496672296,0.298003377,,3.22,,185.9541075
19089,5.78,5.810882198,,0.105652404,8.3,,1136.819863
19091,,,,,5.12,0,0
19093,,,,0,0.87,0,0
19095,,,1.076358111,0.126630366,39.16,,0
19097,4.35,,1.306138853,1.054958304,17.58,,904.2499749
19099,1.83,,2.297153171,0.054694123,4.83,,0
19101,2.51,2.510945146,1.352047386,0.193149627,5.34,,
19103,1.99,,0.860310986,0.191180219,3.08,,262.9524599
19105,0.49,0.490124001,1.470372004,0.0490124,5.65,3000,0
19107,1.02,1.025736665,0.83923909,0.279746363,9.67,0,0
19109,76.07,3.170289855,,,25.91,0,
19111,0.84,,1.75864668,,4.51,0,
19113,1.21,1.135018487,0.394577242,0.004871324,2.61,,47.1544161
19115,113.44,56.1692726,4.248810333,,17.25,,0
19117,13.78,,2.22057735,0,10.81,10000,
19119,,,0,,5.69,,
19121,,,2.73740468,,6.7,,0
19123,1.44,1.448488141,,0,7.68,,0
19125,0.68,,2.235560728,,3.88,,
19127,1.1,1.100447857,0.639795266,0.076775432,5.81,,0
19129,0.73,,1.18835413,0,2.71,,0
19131,107.12,19.00611904,,0.927127758,29.97,,1633.59911
19133,,,2.082648252,0,1.76,,0
19135,,,2.642356982,0,4.35,,0
19137,0,0,0,0,0.18,0,0
19139,20.69,7.819860562,,0.164876578,7.16,,0
19141,1.42,1.424907381,,,12.45,0,0
19143,0,0,0,0,13.33,,0
19145,0.5,0.502733614,0.251366807,,2.33,,0
19147,54.74,,,0,5.94,,0
19149,1.31,1.316709871,0.576060569,0.12344155,10.48,,0
19151,,,0,0,3.65,,0
19153,0.32,0.31709731,0.264247759,0.012011262,0.91,,3.122928057
19155,0.67,0.669852186,0.960121467,0.089313625,1.71,,
19157,1.34,1.178866145,,0,17.63,,
19159,,,4.149377593,0,17.12,0,0
19161,0.77,,0.291431902,0,2.03,,0
19163,0.47,,0.073919391,0.129358934,1.67,,
19165,0.81,,,0.081373586,9.59,,
19167,1.09,1.093169254,,0.031233407,22.13,,
19169,0.61,0.610099493,0.973812653,0.293317064,5.19,,
19171,1.35,,3.169213356,,13.4,,0
19173,0,0,2.645914397,0,1.25,10000,0
19175,,,,,5.02,,0
19177,2.35,2.344971339,2.214695154,0.130276186,5.6,33000,0
19179,1.16,,0.763920326,0,0.51,,0
19181,2.61,1.715885487,4.289713718,0.203196966,6.71,,0
19183,1.6,1.607413011,1.654689864,,18.6,,
19185,3.03,,0.954957823,0,17.07,,0
19187,0.34,0.338119018,,,4.09,0,0
19189,,1.113999257,0.6498329,,10.16,0,0
19191,2.01,,1.248559355,0.192086055,17,,
19193,0.22,,,,0.66,,0
19195,27.56,,,,14.5,,0
19197,,,,,7.45,,0
20001,,,1.939285448,,6.33,64000,0
20003,11.14,11.19877832,0,,29.12,43000,0
20005,0.54,0.547212258,,,3.87,,0
20007,0,0,,0,3.56,174000,0
20009,,,,0,0.18,3000,0
20011,1.62,1.619323932,,0,9.06,44000,
20013,,,0.997804829,,6.37,,0
20015,0.29,0.286227678,0.397538442,0.047704613,3.94,100000,143.1138391
20017,,,,,11.58,,
20019,0,0,24.63576159,0,6.06,110000,0
20021,0.28,0.280242877,68.42596917,0,3.05,,0
20023,0,0,0,0,7.93,,0
20025,0,0,,0,,40000,0
20027,0.58,,0,0,1.61,,0
20029,1.28,1.288521422,0,0,11.93,5000,0
20031,0.71,0.712419853,,,12.24,6000,0
20033,0,0,0,0,24.51,111000,0
20035,1.37,1.376724567,2.841325171,,2.31,,0
20037,0.49,0.490398513,0.387156721,0,0.75,,0
20039,,,0,0,12.56,4000,0
20041,0,0,0.370939537,0,2.69,,0
20043,9.78,9.761109684,1.412792191,0.256871307,19.44,100000,0
20045,1.76,,1.560722694,0.061723496,4.23,,74.06819565
20047,0,0,0,0,,3000,0
20049,0,0,0,0,40.04,,0
20051,0,0,0.844408547,0,0.84,5000,0
20053,,,,,2.22,,
20055,76.77,,,0,0.61,11000,0
20057,,,,0,1.6,140000,0
20059,1.78,1.789589917,1.86574268,0.456916575,16.96,,0
20061,0.37,,,0,1.29,,0
20063,0,0,0,0,24.72,,0
20065,0,0,0,0,6.14,,0
20067,87.29,,0,0,1.2,7000,0
20069,0,0,0,0,0,,
20071,0,0,0,0,5.43,10000,0
20073,,,3.602824614,0,8.28,,0
20075,,,0,0,,24000,0
20077,0,0,0,0,4.12,,0
20079,4.93,4.907355084,2.111649764,,8.25,8000,
20081,,,0,0,,,0
20083,0,0,0,0,,,0
20085,0.67,0.673854447,0,,22.4,,0
20087,5.37,5.39068881,4.410563572,0.76231963,32.87,173000,401.3068337
20089,,,,0,7.2,,0
20091,0.17,0.167320102,0.020915013,0.00380273,0.33,662000,7.605459199
20093,,,0,0,2.91,49000,0
20095,0.38,0.386001029,,0,3.32,146000,0
20097,,,0,0,5.8,57000,0
20099,0.18,0.182199144,147.9001549,0.091099572,4.37,,0
20101,0,0,0,0,1.72,,0
20103,1.05,1.04615301,0.59780172,,2.16,5000,156.7870875
20105,,,,,3.95,,0
20107,0,0,9.798811633,,15.73,25000,0
20109,0,0,0,0,8.75,,0
20111,0.45,0.447928331,0.839865622,0.055991041,3.57,,
20113,0.24,,0,0,5.28,,
20115,,,,0,5.24,,0
20117,0,0,0,0,5.61,,0
20119,,,,0,8.96,8000,0
20121,5.7,5.721530509,11.93069146,0.097526088,11.98,,0
20123,0,0,,0,,11000,0
20125,0.12,0.11627231,6.714725888,0.029068077,3.37,,0
20127,,,,,3.03,45000,
20129,0,0,0,0,,,0
20131,,,,0,14.15,,0
20133,0.74,0.742206828,14.28748144,0,4.99,,
20135,0,0,0,0,11.03,,0
20137,0,0,0,0,7.21,9000,
20139,0.37,0.36775973,0.735519461,,10.17,,0
20141,,,,0,,56000,0
20143,2.67,2.680067002,1.842546064,,7.83,10000,0
20145,0.47,0.468676769,0,0,2.65,,0
20147,,,0,0,5.78,,0
20149,1.91,1.900261928,1.283960762,,13.44,50000,
20151,,,0,0,,83000,0
20153,0,0,0,0,41.78,,0
20155,2.33,2.33277791,0.142823137,0,7.4,72000,0
20157,46.74,46.6015466,,0,4.49,,
20159,0,0,,0,5.48,34000,0
20161,2.68,2.679883584,0.259343573,0.144079763,0.64,,0
20163,0,0,0,0,,,0
20165,0,0,0,0,14.67,,0
20167,0,0,0,0,2.08,,0
20169,0.53,0.535994825,0.720820627,0,3.56,432000,
20171,,,0,0,,1000,0
20173,0.12,0.122085986,0.311529758,,0.91,247000,106.0885123
20175,0,0,,0,1.83,,0
20177,1.71,,0.138118367,,1.54,14000,0
20179,,,0,0,12.07,2000,0
20181,0,0,0,0,,94000,0
20183,0,0,0,0,0.25,,0
20185,,,,0,8.46,,
20187,,,0,0,,0,0
20189,,,0,0,5.36,,0
20191,,,4.588121396,0.168371427,4.03,23000,0
20193,0.82,0.812237715,0,0,3.27,13000,0
20195,,,,0,3.44,0,0
20197,3.8,3.81511372,,0,8.33,170000,0
20199,0,0,0,0,9.73,3000,0
20201,9.1,9.131633356,0,0,12.19,,0
20203,0,0,0,0,0,4000,0
20205,0.71,0.715892821,7.158928206,,5.5,,0
20207,,,,0,4.83,,0
20209,0.9,0.906618314,0.15001598,0,1.71,0,
21001,1.52,1.507874455,1.340332849,,10.44,,0
21003,28.49,28.10776411,0.954603309,0.901569792,39.87,,2608.188375
21005,1.08,,2.109309084,0.421861817,4.33,,
21007,1.21,1.228803146,1.474563775,,2.91,,0
21009,1.58,,0.146099153,0.340898023,8.27,,
21011,6.13,6.166406114,6.426958485,0.260552371,5.62,,0
21013,1.38,1.378027354,0,,0.66,7000,0
21015,2.69,,0.407779728,0.062053437,4.55,,
21017,3.85,3.773200082,1.223740567,0.254945951,8.22,,0
21019,0.08,0.082363842,,,1.53,0,0
21021,2.2,2.179252136,1.003147809,0.172956519,5.83,,0
21023,0.94,,1.858952016,0.464738004,10.64,,0
21025,2.04,2.051939724,1.474831677,,1.27,0,
21027,2.1,2.097095523,,,18.43,56000,
21029,0.34,,0.257672539,0.094931988,1.2,6000,0
21031,0.68,,0.225665714,,2.05,32000,0
21033,3.05,,,0.624219725,4.31,11000,0
21035,,,0.470119742,0.22123282,0.86,,0
21037,1.13,,0.755996426,0.034363474,2.75,,
21039,0,0,1.163692785,,4.08,,
21041,1.62,1.619356068,1.238331111,0.285768718,5.9,,0
21043,2.33,2.196514863,1.06164885,0.402694392,2.22,,
21045,15.81,,0.306861421,1.227445686,10.48,,
21047,4.64,4.620478355,0.555939909,0.222375964,2.1,153000,
21049,0.68,0.617006955,1.009647745,0.140228853,3.6,,0
21051,5.6,5.530926747,0.211104074,,13.26,0,0
21053,0.73,0.73886426,1.266624446,,4.61,,0
21055,8.54,8.576140737,1.649257834,1.539307312,14.02,,1286.421111
21057,3.06,,3.522160258,2.641620194,12.52,,0
21059,3.39,,1.117330325,0.138336136,1.64,8000,
21061,0.92,0.585823081,,,2.59,,
21063,2.94,2.569750367,0.367107195,,4.2,0,0
21065,0.74,0.738602028,1.611495333,,4.68,,0
21067,0.39,0.375962097,0.410773403,0.06266035,0.65,182000,31.53904262
21069,1.3,,4.638788458,,11.05,1000,
21071,0.17,0.166551667,0,,0.14,0,0
21073,2.5,2.492789452,1.112484549,0.082406263,2.46,,0
21075,,,35.99533664,0,0,,0
21077,4.84,4.829123328,5.819712729,,8.2,,0
21079,2.53,2.53090053,1.471453796,0.529723367,8.53,2000,5.297233667
21081,1.51,1.43078574,0.278208338,0.158976193,2.54,102000,520.8060093
21083,2,1.996698791,2.209679996,0.638943613,5.82,2000,0
21085,1.98,,0.237041719,0.158027813,4.58,1000,956.068268
21087,1.3,1.302309429,0.868206286,0.868206286,9.27,1000,0
21089,3.65,3.43926629,3.492588248,0.53321958,3.03,,0
21091,0.35,0.349202654,,,2.8,0,0
21093,0.83,,0.316120085,0.061184533,3.49,23000,
21095,,,1.866452132,0,0.55,0,0
21097,4.64,,1.937046005,0.430454668,8.96,,
21099,3.92,3.936792608,0.765487451,0.328066051,22.56,,0
21101,1.46,1.461405606,0.885700368,0.110712546,1.73,20000,13.7283557
21103,3.96,,3.033367037,0.631951466,18.77,10000,
21105,0,0,,,3.45,,0
21107,0.89,0.886352336,,0.108091748,2.08,26000,
21109,1.62,,1.266860422,,1.77,,0
21111,0.12,0.115206402,0.098346929,0.002809912,0.08,187000,96.23949444
21113,0.9,,0.373142518,0.175596479,5.38,26000,0
21115,1.04,1.045937578,0.251025019,0,1.25,0,0
21117,0.2,0.197634758,0.102005036,0.019125944,0.22,25000,0
21119,0,0,0,0,0,0,0
21121,0.89,,,,1.32,,0
21123,1.83,1.841213728,6.333775225,0.441891295,12.44,,0
21125,0.44,0.436467754,0.488843884,0.05237613,1.6,0,
21127,5.95,,0.61244488,0.30622244,3.92,,0
21129,2.02,,,0,,0,
21131,0,0,0,0,,0,0
21133,0.38,0.375767191,,,0.12,0,0
21135,2.88,2.86717798,0.358397248,,3.97,,0
21137,7.1,,1.867376535,0.63570265,7.74,28000,
21139,2.29,2.298130158,7.521153243,0.835683694,13.62,,0
21141,3.14,,0.221075903,0.663227708,7.97,32000,1098.010317
21143,2.3,2.279270633,,0,,,0
21145,2.58,2.570654516,2.2627917,0.18471769,2.01,16000,
21147,,,,0,1.62,,0
21149,4.73,,,0,0.82,,0
21151,1.69,1.624115657,0.24607813,0.184558597,5.72,13000,
21153,0.83,,0,0,0.15,0,0
21155,5.24,,0.833550404,,5.35,,0
21157,0.45,,0.640225359,0.352123948,5.71,0,1338.071001
21159,0.77,,0,,0.17,,0
21161,3.54,,0.931044516,,8.82,,0
21163,0.88,0.882125923,,0.073510494,4.15,0,0
21165,7.41,7.488392991,,,5.63,0,0
21167,3.72,3.539578928,1.379056725,0.137905673,4.87,,0
21169,5.18,,1.574338286,2.755092,17,,0
21171,4.73,4.119818041,0.257488628,0.34331817,46.69,,1544.931766
21173,1.63,,1.151570504,0.317674622,1.39,,0
21175,8.58,,,,4.15,,0
21177,0.54,0.540540541,,,2.43,16000,0
21179,1.13,0.919074327,1.036904369,0.282792101,7.85,71000,0
21181,4.23,,2.74606157,,13.71,0,0
21183,0.55,0.553262119,0.383027621,,1.83,,0
21185,0.45,,0.282660542,0.017666284,2.03,,
21187,1.23,,4.228702317,0.264293895,4.48,31000,0
21189,28.47,27.97657775,,0.650618087,16.74,0,
21191,2.86,2.535361623,3.736322391,,7.59,,642.9143315
21193,0.48,0.480290919,0.102919483,,,0,0
21195,,,,0,0.12,0,0
21197,0.87,,,,1.59,,0
21199,3.5,3.503152838,1.701531378,0.300270243,6.24,,0
21201,2.29,2.267573696,,4.535147392,5.5,,
21203,1.98,1.991430813,1.569006095,0.301731941,3.96,,0
21205,1.28,,1.017744148,,0.97,,0
21207,2.51,,3.573102156,0.468603561,4.91,,0
21209,4.51,4.484721738,1.696293714,0.209132102,3.9,138000,
21211,6.96,,1.821986951,0.566293241,5.87,28000,
21213,0.29,0.293169159,0.527704485,0.117267663,1,0,
21215,4.7,4.672068129,2.543024425,0.473120823,5.36,,0
21217,1.46,1.452704105,0.207529158,,2.8,,0
